men
None
1220,011100000011001000011010000010000001101000110011010001111001101
1210,001010100001001001101000010010100111101101100111000100011011100
1340,001000100011101101100000000000100111111000100111010101011001110
1300,000001000000001001001010011100000101110101100001100100011001110
1380,011000000000100001111000010010101010101101110111110101010001100
1230,000011000001100000100000000000000111111100110011110000011010100
1220,000000000000100101010011001010001111111001100011110100001010110
1230,001010000000110000001110011010100111101100010001010101011001101
1300,010000000000000101010010010011000001111101010101010100111001101
1200,000000000000001000001000011000000001111010110101010010011011110
1200,010100000000000001101000011110101011101000100101010000010011110
1330,010001000010100000000000011000100011110101010110010101001000100
1280,011010100001000000100000010010000001100101100010010101101001110
1300,011000000000000000000000011110000001110101110101110001010001110
1210,000010000000100000100010010100101011111001000011010001011000101
1250,000000100000000000100010000010100101111000110001000001111000110
1380,000010000010001001110100001000001011101100100111110101011000100
1270,000010000000000001011110010100100111101101110001110101011001101
1490,000010100000000000111010000000100111101100010011010101010001100
1310,010010000000101100001000010000000101101101110011110100000000110
1290,010000100000100001011000010010100111100000010111000101000000100
1360,010110000011001100000010010001000101101101110101010000111001110
1200,011011000000001100000000000011001101111001111111100101111011100
1410,010000100000000000001000011110000111101101010111100100011000100
1240,001000000001000000101010011100000111100101100011010000111001101
1460,011010000001100000100000010010000110100101110111100101111001100
1400,010000000010000001011010000000000111110100111010110101100001100
1370,000010000000110000100110010100100011110101010011010001011001110
1490,001010000001100001000010000011100101101001010001010001011000100
1200,010010100010000000001000000010000111111101011011110001111001001
1200,010010000010000001000000001001000111111101110111010101100000110
1210,000000001000000000101000010010000001111101110101010011011000100
1220,000000100010000000101000000010100111111101110101010010011010110
1500,010010000000100001000000010100000011111101110011010100010001100
1220,000000000010000000000010010010000001111100100010010100111011100
1260,010010100001000001101010010000100101111101110011010101011001101
1200,011000100000001000101000010000100111111101110011010100011000101
1200,001000100000001000000010000000000111101001010011110101010010100
1340,001010100000000000011111011000000101101101000101010001011000110
1230,011000000001000001101010010100000110111101101011100100111001101
1230,000000000010000000001100010100000001111101010011010011110011100
1370,001001000000000001111100010100000101111101110111010101111001110
1260,001010000001000000011000011100000111101100111101000101101000100
1210,011010000001100000000010001010100101101101110011010000011010100
1240,010010000000000000000000010010001011101100110001110101010011100
1360,010110100010000001101010000010001010100101100010100101110001100
1220,010101000011000000100010011000100011101100110111010000110001110
1260,000010000000100000001000000010000111111000000100110001011010100
1200,000000000000000000110000001000100111111101010111110101000000110
1290,010010100000101000101000000100101001100101010011010101111011100
1220,011000000010000000100100000010000111111100010011110111001010110
1200,010010100000100000101110000000000011101100110111110001111001101
1320,010000010000001000001010001110000010101101110001000100010000100
1290,001000100010000000100100000010100111110101000111010001011011110
1370,000001000001001000101010010010100111101101110111100001011000100
1230,011010001011001001000010010110100100100101010011010101011001110
1230,010010000010110000000000000010100111100101100111110100011001101
1210,000000000010001000110001010010000111101100110011010101101011100
1420,001000000011101001001110010000000111111001000111010001000001100
1210,001110100000000000110010000000000111111000010111010001011001101
1270,000000000000000001010010010010000101101000000001010001110010100
1210,000010100010101001001010000100000101111101100011000100011011100
1440,010100000000000000001011010000000011111000100111010000001001100
1200,010001100000101000000010010010000101111101110101000101111000110
1220,011001000001000001000010010101100111101001111000110000100000110
1210,000000000011001001000000011010000101101101110101010001111001101
1240,001000000000000000111000010010000101111001010011010001110001101
1340,011100100001000001000000011000000111100001111110110000011001100
1220,000110000000000001000010000010100011110001110111010101010011110
1210,000010000001001001000000011110100101111100010011010100001001110
1240,000000100011111000000000011000000101111101110111010101000000100
1230,010000100001000001100000011100100111101100110011010001001001110
1270,010001100010100001010000010000100011101100010001100101100000100
1360,000000100000000001000000011000000111101000110111100000110000100
1370,001010000010001001000100000010000111111101010111000100010000100
1260,001001010000000001001010010110100001101001110010000001011000100
1440,011010000000100001001000010010000111111100110001000101011000100
1290,001110000010000000001000011000000111111100110101010000010001110
1260,011010010010001101000000011000000100101101110001000001011001110
1280,000010100010110001100000011010001011110101110110110100000001100
1300,010000100010000000000110110010000101100000001000010001111000110
1220,001000000010101000100010000010100111111010110011110000010001100
1210,010010000000001101000110010010000111101101010010110000000011100
1410,011010100000001001000010000010100111100100110111000001011001100
1210,000100100000000001000000000010100011101101010101010100011001101
1340,011110100000000001001110000100000111100101110001000100010000100
1240,010000000000011000010000010001000011110101110111010101011011100
1360,010011000000100100000010000000000011111001110011010001000001100
1270,010010100000000001011010000010100111111100011011000100111011110
1320,000001000010001001001000011010000101110101010001110011111011110
1280,000000000000100001001010011010101111101001100111010001111001101
1350,011000000010001000000000010000000011110101110001000100010000100
1290,001000100010001001000000010100000111111101010011100101111011100
1250,011000100000000001100010011010000111110101100011010100001010100
1230,010100000010101000101100010000110111111101010111010001001001110
1210,010000000000100001100000000000100111100100001111110101110011110
1230,010010000000000000010000010100000010110100100011000101011001110
1490,000000000011101001001110000010000111101001010011010001010001100
1340,001010000000001001100010000000000111101101110111010001011011110
1240,001100000010101001000000001000100001111001010011010000111000110
1200,000010100011110001001100001000000111100100111111000101101000100
1200,000100100010001001100010000010000011111101111001110000111000101
1300,001010100000001001000000000000100111111101110011010000001001110
1250,001000000011000001000000000110100111110000010010000100001001100
